org_id,org_name,source_url,candidate_title,rejection_reason
,,https://www.blandfordblenheim.ca/business-and-employment/employment-opportunities,Contact Us,validation gate failed (0/2): no signals
,,https://www.blandfordblenheim.ca/business-and-employment/employment-opportunities,Google Maps,validation gate failed (1/2): title_source_og_title
,,https://www.blandfordblenheim.ca/business-and-employment/employment-opportunities,{base},validation gate failed (0/2): no signals
,,https://media-003-ca.cdn.govstack.com/cavanmonaghan-018-ca/media/jyrc5pdx/posting-notice-director-of-planning-june-2026.pdf,Posting Notice Director Of Planning June 2026,non-job category context
,,https://brucecounty.myavanti.ca/careers,The Fast & Secure Web Browser Built to be Yours,validation gate failed (1/2): title_source_og_title
,,https://brucecounty.myavanti.ca/careers,"Manuals , Specs , and Downloads",validation gate failed (1/2): title_source_og_title
,,https://shoallake40.ca/economic-development,IMG 20210504 SL 1013 Economic Development Graphic.png,validation gate failed (0/2): no signals
,,https://shoallake40.ca/economic-development,Job Opportunities,validation gate failed (1/2): title_source_og_title
,,https://shoallake40.ca/economic-development,Job Opportunities,validation gate failed (1/2): title_source_og_title
,,https://shoallake40.ca/economic-development,Chief + Council,non-job category context
,,https://shoallake40.ca/economic-development,Nation Services,non-job category context
,,https://shoallake40.ca/economic-development,Community Works,non-job category context
,,https://shoallake40.ca/economic-development,Governance,non-job category context
,,https://shoallake40.ca/economic-development,Who We Are,validation gate failed (1/2): title_source_og_title
,,https://shoallake40.ca/economic-development,Our History,non-job category context
,,https://shoallake40.ca/economic-development,Contact Us,non-job category context
,,https://shoallake40.ca/economic-development,93403,validation gate failed (0/2): no signals
,,https://recruiting.ultipro.ca/KEE5000NCC/JobBoard/0f7cbf31-f68f-4b9a-a175-34c1162ee91c,"Welcome , come on in!",validation gate failed (1/2): title_source_h1
,,https://www.casselman.ca/en/my-municipality/administration/careers-2,ClickUp Forms,validation gate failed (1/2): title_source_og_title
,,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=b1fead40-7a8c-4b14-87a0-dc031bab192d&ccId=19000101_000001&lang=en_CA,Wfn Req,validation gate failed (0/2): no signals
,,https://www.blindriver.ca/town-hall/careers,Privacy Policy,validation gate failed (0/2): no signals
,,https://www.blindriver.ca/town-hall/careers,Contact Us,validation gate failed (1/2): title_source_og_title
,,https://www.blindriver.ca/town-hall/careers,Subscription Messaging,validation gate failed (0/2): no signals
,,https://recruiting.ultipro.ca/KEE5000NCC/JobBoard/0f7cbf31-f68f-4b9a-a175-34c1162ee91c?q=&o=postedDateDesc,"Welcome , come on in!",validation gate failed (1/2): title_source_h1
,,https://www.burksfalls.net/townhall/employment-opportunities,The Village of Burk’s Falls,validation gate failed (1/2): title_source_og_title
,,https://www.burksfalls.net/townhall/employment-opportunities,En,validation gate failed (0/2): no signals
,,https://www.burksfalls.net/townhall/employment-opportunities,Job Bank,validation gate failed (1/2): title_source_og_title
,,https://www.burksfalls.net/townhall/employment-opportunities,The Village of Burk’s Falls,validation gate failed (1/2): title_source_og_title
,,https://recruiting.ultipro.ca/ALA5000ALAG/JobBoard/63c26905-d7c5-4e50-933f-60cc2d69067f?q=&o=postedDateDesc&w=&wc=&we=&wpst=&f4=dnNxmjVt-1ySJe_Q4SwJ7Q,"Welcome , come on in!",validation gate failed (1/2): title_source_h1
,,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=0ce8fb85-2d6b-4891-af18-08a0cb3841a2&ccId=19000101_000001&lang=en_CA&selectedMenuKey=CurrentOpenings,Wfn Req,validation gate failed (0/2): no signals
,,https://cityofbelleville.applytojob.com/apply,"Specialized Instructor , Certified (Yoga)",non-job category context
,,https://cityofbelleville.applytojob.com/apply,Traffic Technician,non-job category context
,,https://cityofbelleville.applytojob.com/apply,Water Treatment Plant Operator,non-job category context
,,https://media-003-ca.cdn.govstack.com/cramahe-018-ca/media/iyebdeup/fire-adminstrator-job-posting-full-time-2026.pdf,Fire Adminstrator Job Posting Full Time 2026,validation gate failed (1/2): pdf_role_title
,,https://www.dryden.ca/careers,Privacy Policy,validation gate failed (0/2): no signals
,,https://www.akrc.on.ca/category/employment,Google Maps,validation gate failed (1/2): title_source_og_title
,,https://www.akrc.on.ca/category/employment,Rnash,validation gate failed (0/2): no signals
,,https://www.dysartetal.ca/municipal-government/careers,Privacy Policy,validation gate failed (1/2): title_source_og_title
,,https://cochraneontario.com/living/employment-opportunities,Living | Town of Cochrane,validation gate failed (1/2): title_source_og_title
,,https://cochraneontario.com/living/employment-opportunities,Visiting | Town of Cochrane,validation gate failed (1/2): title_source_og_title
,,https://cochraneontario.com/living/employment-opportunities,Doing Business,validation gate failed (1/2): title_source_og_title
,,https://cochraneontario.com/living/employment-opportunities,Town Hall,validation gate failed (1/2): title_source_og_title
,,https://cochraneontario.com/living/employment-opportunities,Municipal Accommodation Tax,validation gate failed (1/2): title_source_og_title
,,https://cochraneontario.com/living/employment-opportunities,Jobs in Cochrane,validation gate failed (0/2): no signals
,,https://cochraneontario.com/living/employment-opportunities,17,validation gate failed (0/2): no signals
,,https://cochraneontario.com/living/employment-opportunities,26,validation gate failed (0/2): no signals
,,https://cochraneontario.com/living/employment-opportunities,04,validation gate failed (0/2): no signals
,,https://cochraneontario.com/living/employment-opportunities,07,validation gate failed (0/2): no signals
,,https://cochraneontario.com/living/employment-opportunities,03,validation gate failed (0/2): no signals
,,https://cochraneontario.com/living/employment-opportunities,Cochrane,validation gate failed (0/2): no signals
,,https://cochraneontario.com/living/employment-opportunities,Refer,validation gate failed (0/2): no signals
,,https://cochraneontario.com/living/employment-opportunities,Notice Of Temporary Road Closure 3,validation gate failed (0/2): no signals
,,https://cochraneontario.com/living/employment-opportunities,OFFICE OF THE MAYOR,validation gate failed (1/2): title_source_og_title
,,https://cochraneontario.com/living/employment-opportunities,OFFICE OF THE MAYOR,validation gate failed (1/2): title_source_og_title
,,https://cochraneontario.com/living/employment-opportunities,OFFICE OF THE MAYOR,validation gate failed (1/2): title_source_og_title
,,https://cochraneontario.com/living/employment-opportunities,SEASONAL LOAD RESTRICTION,validation gate failed (1/2): title_source_og_title
,,https://cochraneontario.com/living/employment-opportunities,OFFICE OF THE MAYOR,validation gate failed (1/2): title_source_og_title
,,https://cochraneontario.com/living/employment-opportunities,OFFICE OF THE MAYOR,validation gate failed (1/2): title_source_og_title
,,https://cochraneontario.com/living/employment-opportunities,Bin Placement Notice,validation gate failed (1/2): title_source_og_title
,,https://cochraneontario.com/living/employment-opportunities,OFFICE OF THE MAYOR,validation gate failed (1/2): title_source_og_title
,,https://www.collingwood.ca/governance-engagement/careers-employment,Subscribe now,validation gate failed (1/2): title_source_og_title
,,https://www.collingwood.ca/governance-engagement/careers-employment,Colling/It,validation gate failed (1/2): title_source_og_title
,,https://www.collingwood.ca/governance-engagement/careers-employment,S,validation gate failed (0/2): no signals
,,https://www.collingwood.ca/governance-engagement/careers-employment,Contact Us,validation gate failed (0/2): no signals
,,https://www.countyofessex.ca/county-government/careers-and-volunteering/career-opportunities,Privacy Policy,validation gate failed (0/2): no signals
,,https://www.countyofessex.ca/county-government/careers-and-volunteering/career-opportunities,Subscription Messaging,validation gate failed (0/2): no signals
,,https://www.champlain.ca/job,Carrière et bénévolat,validation gate failed (1/2): title_source_h1
,,https://www.armstrongtownship.com/en/municipal-services/opportunities,Armstrong Township,non-job category context
,,https://www.armstrongtownship.com/en/municipal-services/opportunities,Public Notices,validation gate failed (0/2): no signals
,,https://www.armstrongtownship.com/en/municipal-services/opportunities,Recreation,non-job category context
,,https://www.armstrongtownship.com/en/municipal-services/opportunities,2026 Municipal Election,non-job category context
,,https://www.armstrongtownship.com/en/municipal-services/opportunities,Council Meetings,non-job category context
,,https://www.armstrongtownship.com/en/municipal-services/opportunities,Contact Us,non-job category context
,,https://www.armstrongtownship.com/en/municipal-services/opportunities,Markstay Warren,non-job category context
,,https://www.armstrongtownship.com/en/municipal-services/opportunities,Google Maps,non-job category context
,,https://www.armstrongtownship.com/en/municipal-services/opportunities,By Laws,title blocklist exact: by laws
,,https://www.armstrongtownship.com/en/municipal-services/opportunities,Meetings Agendas,non-job category context
,,https://www.armstrongtownship.com/en/municipal-services/opportunities,Service,validation gate failed (0/2): no signals
,,https://www.armstrongtownship.com/en/municipal-services/opportunities,Municipal Events,non-job category context
,,https://www.armstrongtownship.com/en/municipal-services/opportunities,Pay Online,non-job category context
,,https://wabaseemoong.ca/news/job-opportunities,"wabaseemoong_x06bh8 , Author at Wabaseemoong Independent Nations",validation gate failed (1/2): title_source_og_title
,,https://wabaseemoong.ca/news/job-opportunities,Employment Opportunity.png,generic title pattern
,,https://wabaseemoong.ca/news/job-opportunities,News Archives » Wabaseemoong Independent Nations,validation gate failed (1/2): title_source_og_title
,,https://wabaseemoong.ca/news/job-opportunities,receptionist Archives » Wabaseemoong Independent Nations,validation gate failed (1/2): title_source_og_title
,,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=8aa53a99-a3f5-4260-aae3-17ca04fdef62&ccId=19000101_000001&source=LI&lang=en_CA&selectedMenuKey=CareerCenter,Wfn Req,validation gate failed (0/2): no signals
,,https://www.dropbox.com/scl/fi/72374qo6ikt0c4jljjlc1/Job-Posting-Crossing-Guard-June-2026.pdf?rlkey=6s0ii65osmu5j5m1zpmgbgbq2&st=62q0a6fn&dl=0,Job Posting Crossing Guard June 2026,validation gate failed (1/2): url_hint
,,https://www.conmee.com/p/employment,Zoning Bylaw And Official Plan Review,validation gate failed (0/2): no signals
,,https://www.conmee.com/p/employment,Members of Council,validation gate failed (1/2): title_source_og_title
,,https://www.conmee.com/p/employment,Renting The Hall,validation gate failed (0/2): no signals
,,https://www.conmee.com/p/employment,Emergency Services,validation gate failed (1/2): keywords_near_title
,,https://www.conmee.com/p/employment,Index,validation gate failed (0/2): no signals
,,https://www.chisholm.ca/en/your-government/employment-opportunity-1,Service,validation gate failed (1/2): keywords_near_title
,,https://www.chisholm.ca/en/your-government/employment-opportunity-1,Meetings & Agendas,validation gate failed (1/2): title_source_h1
,,https://www.chisholm.ca/en/your-government/employment-opportunity-1,Planning Department,validation gate failed (1/2): keywords_near_title
,,https://www.chisholm.ca/en/your-government/employment-opportunity-1,Astorville,validation gate failed (0/2): no signals
,,https://www.chisholm.ca/en/your-government/employment-opportunity-1,Cpal,validation gate failed (0/2): no signals
,,https://www.chisholm.ca/en/your-government/employment-opportunity-1,Employment Opportunity 1,generic title pattern
,,https://www.chisholm.ca/en/your-government/employment-opportunity-1,Service,validation gate failed (0/2): no signals
,,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=09ed440f-e109-4f6f-ac03-075ea0a3a5e5&ccId=19000101_000001&lang=en_CA&ccId=19000101_000001&type=JS&lang=en_CA,Wfn Req,validation gate failed (0/2): no signals
,,https://www.eastgarafraxa.ca/municipal-government/careers,Privacy Policy,validation gate failed (1/2): title_source_og_title
,,https://www.eastgarafraxa.ca/municipal-government/careers,Elections,validation gate failed (1/2): keywords_near_title
,,https://www.eastgarafraxa.ca/municipal-government/careers,Official Plan And Official Plan Review,validation gate failed (1/2): keywords_near_title
,,https://townofmono.com/jobs,134608,validation gate failed (1/2): listing_apply_pattern
,,https://townofmono.com/jobs,Rental Rates,validation gate failed (1/2): listing_apply_pattern
,,https://www.clarence-rockland.com/en/city-hall/careers,Are you on the voters list?,validation gate failed (1/2): title_source_h1
,,https://www.clarence-rockland.com/en/city-hall/careers,City Hall Early Closure,validation gate failed (1/2): title_source_h1
,,https://www.clarence-rockland.com/en/city-hall/careers,Carrieres,validation gate failed (0/2): no signals
,,https://www.clarence-rockland.com/en/city-hall/careers,Human Resources,validation gate failed (1/2): title_source_h1
,,https://www.espanola.ca/town-government/career-opportunities,Email Protection,validation gate failed (0/2): no signals
,,http://www.hearst.ca/wp-content/uploads/2026/07/HFD-Recruitment-Guide-EN-May-2026-fillable-1.pdf,HFD Recruitment Guide EN May 2026 Fillable 1,validation gate failed (0/2): no signals
,,https://media-001-ca.cdn.govstack.com/greaternapanee-003-ca/media/gcihlmdu/crossing-guard-job-posting-sept-2026.pdf,Crossing Guard Job Posting Sept 2026,validation gate failed (1/2): pdf_role_title
,,https://www.hiltontownship.ca/wp-content/uploads/2026/08/CBO-Job-Ad-and-Full-Description-2026.pdf,CBO Job Ad And Full Description 2026,validation gate failed (1/2): pdf_role_title
,,https://www.gordonbarrieisland.ca/jobs,Privacy,validation gate failed (0/2): no signals
,,https://elklake.ca/employment,Drinking Water,validation gate failed (0/2): no signals
,,https://elklake.ca/employment,Garbage,validation gate failed (0/2): no signals
,,https://elklake.ca/employment,Fire,validation gate failed (1/2): keywords_near_title
,,https://elklake.ca/employment,Facility,validation gate failed (0/2): no signals
,,https://elklake.ca/employment,Permit,validation gate failed (1/2): keywords_near_title
,,https://elklake.ca/employment,Index,validation gate failed (0/2): no signals
,,https://elklake.ca/employment,Index,validation gate failed (0/2): no signals
,,https://elklake.ca/employment,Heritage,validation gate failed (0/2): no signals
,,https://elklake.ca/employment,Clubs,validation gate failed (0/2): no signals
,,https://elklake.ca/employment,Library,validation gate failed (0/2): no signals
,,https://elklake.ca/employment,Playground,validation gate failed (0/2): no signals
,,https://elklake.ca/employment,Index,validation gate failed (0/2): no signals
,,https://elklake.ca/employment,Community Centre,validation gate failed (0/2): no signals
,,https://elklake.ca/employment,Jack Munroe,validation gate failed (0/2): no signals
,,https://elklake.ca/employment,Cemetery,validation gate failed (0/2): no signals
,,https://elklake.ca/employment,Worship,validation gate failed (0/2): no signals
,,https://elklake.ca/employment,Tent Trailer,validation gate failed (0/2): no signals
,,https://elklake.ca/employment,Dine,validation gate failed (0/2): no signals
,,https://elklake.ca/employment,Stay,validation gate failed (0/2): no signals
,,https://elklake.ca/employment,Reeve & Council,validation gate failed (1/2): title_source_og_title
,,https://elklake.ca/employment,Law to amend By,validation gate failed (1/2): title_source_h2
,,https://elklake.ca/employment,Agendas & Minutes,validation gate failed (1/2): title_source_og_title
,,https://elklake.ca/employment,Regular Council Meeting,validation gate failed (1/2): title_source_h2
,,https://elklake.ca/employment,Regular Council Meeting,validation gate failed (1/2): title_source_h2
,,https://elklake.ca/employment,2024 Meetings,validation gate failed (1/2): title_source_og_title
,,https://elklake.ca/employment,2023 Meeting Agendas & Minutes,validation gate failed (1/2): title_source_og_title
,,https://elklake.ca/employment,2022 Council Meeting Agendas & Minutes,validation gate failed (1/2): title_source_og_title
,,https://elklake.ca/employment,Plans & Reports,validation gate failed (1/2): title_source_og_title
,,https://elklake.ca/employment,Payments,validation gate failed (1/2): title_source_og_title
,,https://elklake.ca/employment,Contact Us,validation gate failed (1/2): title_source_og_title
,,https://elklake.ca/employment,Accessibility Statement,validation gate failed (1/2): title_source_og_title
,,https://elklake.ca/employment,Industrial,validation gate failed (0/2): no signals
,,https://elklake.ca/employment,Index,validation gate failed (0/2): no signals
,,https://elklake.ca/employment,Museum Summer Job,validation gate failed (0/2): no signals
,,https://chapleaucree.ca/employment-opportunities,time (2) (deadline to submit,validation gate failed (1/2): url_hint
,,https://chapleaucree.ca/employment-opportunities,Full Time (Deadline to submit,validation gate failed (1/2): url_hint
,,https://chapleaucree.ca/employment-opportunities,Full Time (Deadline to submit,validation gate failed (1/2): url_hint
,,https://chapleaucree.ca/employment-opportunities,Lands and Resources (full time) (Deadline to submit,validation gate failed (1/2): url_hint
,,https://chapleaucree.ca/employment-opportunities,Employment Opportunity Gas Bar Attendant Part Time 3,generic title pattern
,,https://chapleaucree.ca/employment-opportunities,FULL TIME,validation gate failed (1/2): url_hint
,,https://chapleaucree.ca/employment-opportunities,Employment Opportunity Financial Programmer Ccfn Health Centre Full Time,generic title pattern
,,https://chapleaucree.ca/employment-opportunities,Employment Opportunity Medical Drivers Casual Contract,generic title pattern
