org_id,org_name,org_type,homepage_url,jobs_url,jobs_source_type,adapter,confidence,discovered_via,last_verified,notes
mun-0291-township-of-evanturel,Township of Evanturel,municipality,https://evanturel.com/,https://evanturel.com/index.asp?Type=B_PR&SEC={59504E92-B765-40A9-9606-2C6A00759597}&MODE=LIST,,,,,,
mun-0292-township-of-faraday,Township of Faraday,municipality,https://faraday.ca/,https://faraday.ca/council/tenders-employment,,,,,,
mun-0171-town-of-fort-frances,Town of Fort Frances,municipality,https://fortfrances.ca/,https://fortfrances.ca/jobs,,,,,,
fn-0484-fort-william,Fort William,first_nation,https://fwfn.com/,https://fwfn.com/employment,,,,,,
fn-0469-chippewas-of-georgina-island,Chippewas of Georgina Island,first_nation,https://georginaisland.com/,https://georginaisland.com/community-services/human-resources/,,,,,,
fn-0488-grassy-narrows-first-nation,Grassy Narrows First Nation,first_nation,https://gnfn.ca/,https://gnfn.ca/careers/,,,,,,
mun-0014-city-of-guelph,City of Guelph,municipality,https://guelph.ca/,https://guelph.ca/employment-careers/careers-jobs,,,,,,
mun-0435-village-of-hilton-beach,Village of Hilton Beach,municipality,https://hiltonbeach.com/,https://hiltonbeach.com/notice-category/job-postings/,,,,,,
mun-0098-municipality-of-huron-shores,Municipality of Huron Shores,municipality,https://huronshores.ca/,https://huronshores.ca/business/employment,,,,,,
mun-0186-town-of-innisfil,Town of Innisfil,municipality,https://innisfil.ca/en/index.aspx,https://innisfil.ca/en/business-and-employment/careers.aspx,,,,,,
mun-0027-city-of-ottawa,City of Ottawa,municipality,https://ottawa.ca/en,https://jobs-emplois.ottawa.ca/city-jobs/search?q=&utm_source=CSSearchWidget&startrow=1,,,,,,
mun-0033-city-of-quinte-west,City of Quinte West,municipality,https://quintewest.ca/,https://jobs.dayforcehcm.com/en-CA/quintewest/CANDIDATEPORTAL,,,,,,
mun-0019-city-of-kitchener,City of Kitchener,municipality,https://www.kitchener.ca/,https://jobs.kitchener.ca/,,,,,,
mun-0044-city-of-toronto,City of Toronto,municipality,https://www.toronto.ca/,https://jobs.toronto.ca/jobsatcity/search/,,,,,,
mun-0315-township-of-jocelyn,Township of Jocelyn,municipality,https://jocelyn.ca/,https://jocelyn.ca/employment-opportunities,,,,,,
mun-0316-township-of-johnson,Township of Johnson,municipality,https://johnsontownship.ca/,https://johnsontownship.ca/2026/01/employment-opportunity-part-time-recreation-coordinator-maternity-leave-18-month-coverage,,,,,,
fn-0470-chippewas-of-kettle-and-stony-point,Chippewas of Kettle and Stony Point,first_nation,https://kettlepoint.org/,https://kettlepoint.org/four-winds-community-employment-services,,,,,,
fn-0500-lac-seul,Lac Seul,first_nation,https://lacseulfn.org/,https://lacseulfn.org/careers,,,,,,
mun-0061-county-of-lennox-and-addington,County of Lennox and Addington,municipality,https://lennox-addington.on.ca/,https://lennox-addington.on.ca/careers,,,,,,
mun-0329-township-of-limerick,Township of Limerick,municipality,https://limerick.ca/,https://limerick.ca/businesses-government/job-opportunities,,,,,,
mun-0020-city-of-london,City of London,municipality,https://london.ca/,https://london.ca/government/careers-city-london,,,,,,
mun-0336-township-of-madoc,Township of Madoc,municipality,https://madoc.ca/,https://madoc.ca/council/employment,,,,,,
mun-0103-municipality-of-magnetawan,Municipality of Magnetawan,municipality,https://magnetawan.com/,https://magnetawan.com/government/employment-opportunities,,,,,,
mun-0294-township-of-front-of-yonge,Township of Front of Yonge,municipality,https://mallorytown.ca/,https://mallorytown.ca/employment-opportunities/,,,,,,
mun-0339-township-of-mapleton,Township of Mapleton,municipality,https://mapleton.ca/,https://mapleton.ca/services/employment,,,,,,
mun-0104-municipality-of-markstay-warren,Municipality of Markstay-Warren,municipality,https://markstay-warren.ca/,https://markstay-warren.ca/opportunities/employment-opportunities,,,,,,
mun-0105-municipality-of-marmora-and-lake,Municipality of Marmora and Lake,municipality,https://marmoraandlake.ca/,https://marmoraandlake.ca/careers,,,,,,
fn-0506-marten-falls-first-nation,Marten Falls First Nation,first_nation,https://martenfalls.com/,https://martenfalls.com/job-postings/,,,,,,
mun-0341-township-of-mattawan,Township of Mattawan,municipality,https://mattawan.ca/,https://mattawan.ca/public-notices-2023/,,,,,,
fn-0518-mohawks-of-the-bay-of-quinte,Mohawks of the Bay of Quinte,first_nation,https://mbq-tmt.org/,https://mbq-tmt.org/job-opportunities/,,,,,,
fn-0457-bay-of-quinte-mohawk,Bay of Quinte Mohawk,first_nation,https://mbq-tmt.org/,https://mbq-tmt.org/job-opportunities/,,,,,,
mun-0344-township-of-mcgarry,Township of McGarry,municipality,https://mcgarry.ca/,https://mcgarry.ca/employment-opportunities,,,,,,
fn-0504-m-chigeeng-first-nation,M'Chigeeng First Nation,first_nation,https://mchigeeng.ca/,https://mchigeeng.ca/employment/,,,,,,
mun-0347-township-of-mcnab-braeside,Township of McNab-Braeside,municipality,https://mcnabbraeside.com/,https://mcnabbraeside.com/careers,,,,,,
mun-0348-township-of-melancthon,Township of Melancthon,municipality,https://melancthontownship.ca/,https://melancthontownship.ca/municipal-services/employment-opportunity,,,,,,
fn-0510-michipicoten,Michipicoten,first_nation,https://michipicoten.com/,https://michipicoten.com/aboriginal-job-opportunities,,,,,,
fn-0511-mishkeegogamang,Mishkeegogamang,first_nation,https://mishkeegogamang.ca/,https://mishkeegogamang.ca/services/education,,,,,,
fn-0516-mitaanjigamiing-first-nation,Mitaanjigamiing First Nation,first_nation,https://mitaanjigamiing.ca/,https://mitaanjigamiing.ca/jobs/,,,,,,
fn-0515-mississaugas-of-the-credit,Mississaugas of the Credit,first_nation,https://mncfn.ca/,https://mncfn.ca/departments/employment-training-2,,,,,,
mun-0108-municipality-of-morris-turnberry,Municipality of Morris-Turnberry,municipality,https://morristurnberry.ca/,https://morristurnberry.ca/government/employment,,,,,,
mun-0354-township-of-mulmur,Township of Mulmur,municipality,https://mulmur.ca/,https://mulmur.ca/work/employment,,,,,,
fn-0525-naicatchewenin,Naicatchewenin,first_nation,https://naicatcheweninfirstnation.ca/,https://naicatcheweninfirstnation.ca/employment,,,,,,
mun-0356-township-of-nairn-hyman,Township of Nairn & Hyman,municipality,https://nairncentre.ca/,https://nairncentre.ca/municipal-services/job-opportunities,,,,,,
mun-0127-municipality-of-the-nation,Municipality of The Nation,municipality,https://nationmun.ca/,https://nationmun.ca/conseil-et-employes/opportunites-demploi,,,,,,
fn-0527-neskantaga-first-nation,Neskantaga First Nation,first_nation,https://neskantaga.com/,https://neskantaga.com/employment,,,,,,
fn-0533-nipissing-first-nation,Nipissing First Nation,first_nation,https://nfn.ca/,https://nfn.ca/jobs,,,,,,
mun-0023-city-of-niagara-falls,City of Niagara Falls,municipality,https://niagarafalls.ca/,https://niagarafalls.wd10.myworkdayjobs.com/CNF,,,,,,
fn-0530-nigigoonsiminikaaning-first-nation,Nigigoonsiminikaaning First Nation,first_nation,https://nigigoonsiminikaaning.ca/,https://nigigoonsiminikaaning.ca/category/employment,,,,,,
mun-0024-city-of-north-bay,City of North Bay,municipality,https://northbay.ca/,https://northbay.ca/careers,,,,,,
mun-0063-county-of-northumberland,County of Northumberland,municipality,https://northumberland.ca/,https://northumberland.ca/county-government/careers,,,,,,
mun-0114-municipality-of-oliver-paipoonge,Municipality of Oliver Paipoonge,municipality,https://oliverpaipoonge.ca/,https://oliverpaipoonge.ca/municipal-office/employment,,,,,,
fn-0540-oneida-nation-of-the-thames,Oneida Nation of the Thames,first_nation,https://oneida.on.ca/,https://oneida.on.ca/employment/job-listings,,,,,,
fn-0539-oneida,Oneida,first_nation,https://oneida.on.ca/,https://oneida.on.ca/employment/job-listings/,,,,,,
mun-0025-city-of-orillia,City of Orillia,municipality,https://www.orillia.ca/en/index.aspx,https://orillia.hiringplatform.ca/list/careers,,,,,,
mun-0142-regional-municipality-of-peel,Regional Municipality of Peel,municipality,https://peelregion.ca/,https://peelregion.ca/about/careers-peel,,,,,,
mun-0214-town-of-petawawa,Town of Petawawa,municipality,https://petawawa.ca/,https://petawawa.ca/town-hall/employment-opportunities,,,,,,
mun-0377-township-of-pickle-lake,Township of Pickle Lake,municipality,https://picklelake.ca/,https://picklelake.ca/employment-opportunities/,,,,,,
mun-0378-township-of-plummer-additional,Township of Plummer Additional,municipality,https://plummertownship.ca/,https://plummertownship.ca/township-office/employment-opportunities,,,,,,
mun-0380-township-of-puslinch,Township of Puslinch,municipality,https://puslinch.ca/,https://puslinch.ca/doing-business/careers,,,,,,
fn-0545-rainy-river-first-nations,Rainy River First Nations,first_nation,https://rainyriverfirstnations.com/,https://rainyriverfirstnations.com/careers,,,,,,
mun-0157-town-of-caledon,Town of Caledon,municipality,https://www.caledon.ca/en/index.aspx,https://recruiting.ultipro.ca/COR5003CALED/JobBoard/55e2803a-385b-47b1-b911-51dd7ed81d1e?q=&o=postedDateDesc,,,,,,
mun-0059-county-of-lambton,County of Lambton,municipality,https://www.lambtononline.ca/en/index.aspx,https://recruiting.ultipro.ca/COR5004CLMB/JobBoard/6b014206-1003-40c3-98a0-b2340f1971da/?q=&o=postedDateDesc,,,,,,
mun-0008-city-of-chatham-kent,City of Chatham-Kent,municipality,https://www.chatham-kent.ca/Pages/default.aspx,https://recruiting.ultipro.ca/COR5101COMCH/JobBoard/99e5515b-9ffb-4d3b-a84e-95f953a5c0f2?q=&o=postedDateDesc,,,,,,
mun-0057-county-of-hastings,County of Hastings,municipality,https://www.hastingscounty.com/,https://recruiting.ultipro.ca/COR5104CCOH/JobBoard/3bc4a2fd-51ca-4ae2-a6c0-8aabfc0f6788/?q=&o=postedDateDesc,,,,,,
fn-0483-fort-severn,Fort Severn,first_nation,https://kochiefs.ca/first-nations/fort-severn,https://recruiting.ultipro.ca/KEE5000NCC/JobBoard/0f7cbf31-f68f-4b9a-a175-34c1162ee91c,,,,,,
fn-0495-keewaywin-first-nation,Keewaywin First Nation,first_nation,https://kochiefs.ca/first-nations/keewaywin,https://recruiting.ultipro.ca/KEE5000NCC/JobBoard/0f7cbf31-f68f-4b9a-a175-34c1162ee91c,,,,,,
fn-0509-mcdowell-lake,McDowell Lake,first_nation,https://kochiefs.ca/first-nations/mcdowell-lake,https://recruiting.ultipro.ca/KEE5000NCC/JobBoard/0f7cbf31-f68f-4b9a-a175-34c1162ee91c,,,,,,
fn-0544-poplar-hill,Poplar Hill,first_nation,https://kochiefs.ca/first-nations/poplar-hill,https://recruiting.ultipro.ca/KEE5000NCC/JobBoard/0f7cbf31-f68f-4b9a-a175-34c1162ee91c/?q=&o=postedDateDesc,,,,,,
mun-0382-township-of-red-rock,Township of Red Rock,municipality,https://redrocktownship.com/,https://redrocktownship.com/community/employment-opportunities,,,,,,
fn-0550-saugeen,Saugeen,first_nation,https://saugeenfirstnation.com/,https://saugeenfirstnation.com/employment-opportunities,,,,,,
mun-0036-city-of-sault-ste-marie,City of Sault Ste Marie,municipality,https://saultstemarie.ca/,https://saultstemarie.ca/live/fire-services/firefighter-recruitment,,,,,,
fn-0552-serpent-river,Serpent River,first_nation,https://serpentriverfn.com/,https://serpentriverfn.com/employment-opportunites/job_postings/ ,,,,,,
fn-0553-shawanaga-first-nation,Shawanaga First Nation,first_nation,https://shawanagafirstnation.ca/,https://shawanagafirstnation.ca/employment/,,,,,,
fn-0554-sheguiandah,Sheguiandah,first_nation,https://sheguiandahfn.ca/,https://sheguiandahfn.ca/employment,,,,,,
fn-0556-shoal-lake-no-40,Shoal Lake No.40,first_nation,https://shoallake40.ca/,https://shoallake40.ca/economic-development,,,,,,
mun-0068-county-of-simcoe,County of Simcoe,municipality,https://simcoe.ca/,https://simcoe.ca/residents/paramedic-services/careers,,,,,,
mun-0222-town-of-smooth-rock-falls,Town of Smooth Rock Falls,municipality,https://smoothrockfalls.ca/,https://smoothrockfalls.ca/living/employment,,,,,,
mun-0440-village-of-south-river,Village of South River,municipality,https://southriver.ca/en,https://southriver.ca/en/municipal-information/job-opportunities,,,,,,
mun-0124-municipality-of-st-charles,Municipality of St. Charles,municipality,https://stcharlesontario.ca/,https://stcharlesontario.ca/municipality/employment,,,,,,
mun-0403-township-of-st-joseph,Township of St. Joseph,municipality,https://stjosephtownship.com/,https://stjosephtownship.com/jobs,,,,,,
mun-0039-city-of-stratford,City of Stratford,municipality,https://www.stratford.ca/en/index.aspx,https://stratford.hiringplatform.ca/list/careers,,,,,,
mun-0408-township-of-tarbutt,Township of Tarbutt,municipality,https://tarbutt.ca/,https://tarbutt.ca/home/notices/,,,,,,
fn-0559-taykwa-tagamou-nation,Taykwa Tagamou Nation,first_nation,https://taykwatagamou.com/,https://taykwatagamou.com/about/careers,,,,,,
mun-0411-township-of-tehkummah,Township of Tehkummah,municipality,https://tehkummah.ca/,https://tehkummah.ca/notices/,,,,,,
fn-0560-teme-augama-anishinabek,Teme Augama Anishinabek,first_nation,https://temagamifirstnation.ca/,https://temagamifirstnation.ca/employment/,,,,,,
mun-0227-town-of-thessalon,Town of Thessalon,municipality,https://thessalon.ca/,https://thessalon.ca/council-and-government/employment-opportunities,,,,,,
mun-0215-town-of-petrolia,Town of Petrolia,municipality,https://town.petrolia.on.ca/,https://town.petrolia.on.ca/town-hall/employment,,,,,,
mun-0202-town-of-mono,Town of Mono,municipality,https://townofmono.com/,https://townofmono.com/jobs,,,,,,
mun-0306-township-of-hilliard,Township of Hilliard,municipality,https://townshipofhilliard.ca/,https://townshipofhilliard.ca/municipal-government/rfqs-and-rfps,,,,,,
mun-0353-township-of-morley,Township of Morley,municipality,https://townshipofmorley.ca/,https://townshipofmorley.ca/public-notices/,,,,,,
mun-0374-township-of-perry,Township of Perry,municipality,https://townshipofperry.ca/,https://townshipofperry.ca/employment-opportunities,,,,,,
mun-0375-township-of-perth-east,Township of Perth East,municipality,https://www.pertheast.ca/,https://townshipofpertheast.applytojob.com/apply,,,,,,
mun-0414-township-of-the-north-shore,Township of The North Shore,municipality,https://townshipofthenorthshore.ca/,https://townshipofthenorthshore.ca/governing/employment,,,,,,
mun-0433-united-townships-of-head-clara-maria,"United Townships of Head, Clara & Maria",municipality,https://townshipsofheadclaramaria.ca/,https://townshipsofheadclaramaria.ca/careers,,,,,,
mun-0416-township-of-tudor-cashel,Township of Tudor & Cashel,municipality,https://tudorandcashel.com/,https://tudorandcashel.com/council/tenders-rfqs-rfps-employment,,,,,,
mun-0417-township-of-tyendinaga,Township of Tyendinaga,municipality,https://tyendinagatownship.com/,https://tyendinagatownship.com/recreation-complex-sponsorship-advertising-opportunities,,,,,,
mun-0419-township-of-val-rita-harty,Township of Val Rita-Harty,municipality,https://valharty.ca/,https://valharty.ca/municipality/careers/,,,,,,
mun-0442-village-of-westport,Village of Westport,municipality,https://villageofwestport.ca/,https://villageofwestport.ca/employment-opportunities/,,,,,,
fn-0565-wabaseemoong-independent-nations,Wabaseemoong Independent Nations,first_nation,https://wabaseemoong.ca/,https://wabaseemoong.ca/news/job-opportunities,,,,,,
fn-0566-wabauskang-first-nation,Wabauskang First Nation,first_nation,https://wabauskangfirstnation.com/,https://wabauskangfirstnation.com/careers/,,,,,,
fn-0568-wahnapitae,Wahnapitae,first_nation,https://wahnapitaefn.ca/,https://wahnapitaefn.ca/notices/jobs/postings.html,,,,,,
fn-0569-wahta-mohawk,Wahta Mohawk,first_nation,https://wahtamohawks.com/,https://wahtamohawks.com/administration/employment/,,,,,,
fn-0573-wasauksing-first-nation,Wasauksing First Nation,first_nation,https://wasauksing.ca/,https://wasauksing.ca/employment-opportunities/,,,,,,
mun-0047-city-of-welland,City of Welland,municipality,https://www.welland.ca/,https://welland.myavanti.ca/careers,,,,,,
mun-0428-township-of-wollaston,Township of Wollaston,municipality,https://wollaston.ca/,https://wollaston.ca/township-hall/employment-opportunities,,,,,,
fn-0548-sagamok-anishnawbek,Sagamok Anishnawbek,first_nation,https://www.sagamokanishnawbek.com/,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=2f8e846e-ba4e-4eb0-b528-bebc359be4c9&ccId=19000101_000001&lang=en_CA&selectedMenuKey=CurrentOpenings,,,,,,
mun-0035-city-of-sarnia,City of Sarnia,municipality,https://www.sarnia.ca/,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=9ba4d624-1cab-4482-861f-900704c3df0d&ccId=19000101_000001&type=JS&lang=en_CA&selectedMenuKey=CareerCenter,,,,,,
mun-0150-town-of-aurora,Town of Aurora,municipality,https://www.aurora.ca/,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=b1fead40-7a8c-4b14-87a0-dc031bab192d&ccId=19000101_000001&lang=en_CA,,,,,,
fn-0443-aamjiwnaang,Aamjiwnaang,first_nation,https://www.aamjiwnaang.ca/,https://www.aamjiwnaang.ca/employment-opportunities-4,,,,,,
mun-0233-township-of-adelaide-metcalfe,Township of Adelaide Metcalfe,municipality,https://www.adelaidemetcalfe.on.ca/,https://www.adelaidemetcalfe.on.ca/contact-us/employment,,,,,,
mun-0239-township-of-alnwick-haldimand,Township of Alnwick/Haldimand,municipality,https://www.ahtwp.ca/,https://www.ahtwp.ca/careers,,,,,,
mun-0147-town-of-ajax,Town of Ajax,municipality,https://www.ajax.ca/en/index.aspx,https://www.ajax.ca/en/inside-townhall/careers.aspx,,,,,,
fn-0538-ojibways-of-onigaming-first-nation,Ojibways of Onigaming First Nation,first_nation,https://www.akrc.on.ca/,https://www.akrc.on.ca/category/employment/,,,,,,
fn-0517-mohawks-of-akwesasne,Mohawks of Akwesasne,first_nation,https://www.akwesasne.ca/,https://www.akwesasne.ca/careers,,,,,,
mun-0237-township-of-alfred-plantagenet,Township of Alfred & Plantagenet,municipality,https://www.alfred-plantagenet.com/en,https://www.alfred-plantagenet.com/en/government-administration/job-postings-volunteering,,,,,,
mun-0238-township-of-algonquin-highlands,Township of Algonquin Highlands,municipality,https://www.algonquinhighlands.ca/,https://www.algonquinhighlands.ca/municipal-services/employment-and-volunteer-opportunities,,,,,,
fn-0446-algonquins-of-pikwakanagan-first-nation,Algonquins of Pikwakanagan First Nation,first_nation,https://www.algonquinsofpikwakanagan.com/,https://www.algonquinsofpikwakanagan.com/programs-services/human-resources/job-opportunities,,,,,,
mun-0240-township-of-amaranth,Township of Amaranth,municipality,https://www.amaranth.ca/,https://www.amaranth.ca/municipal-government/jobs,,,,,,
mun-0148-town-of-amherstburg,Town of Amherstburg,municipality,https://www.amherstburg.ca/,https://www.amherstburg.ca/careers,,,,,,
fn-0447-animakee-wa-zhing-37,Animakee Wa Zhing #37,first_nation,https://www.animakeewazhing37.com/,https://www.animakeewazhing37.com/windigo-island-2,,,,,,
mun-0244-township-of-asphodel-norwood,Township of Asphodel-Norwood,municipality,https://www.antownship.ca/,https://www.antownship.ca/careers,,,,,,
mun-0241-township-of-armour,Township of Armour,municipality,https://www.armourtownship.ca/,https://www.armourtownship.ca/employment-notices,,,,,,
mun-0242-township-of-armstrong,Township of Armstrong,municipality,https://www.armstrongtownship.com/en,https://www.armstrongtownship.com/en/municipal-services/opportunities,,,,,,
mun-0149-town-of-arnprior,Town of Arnprior,municipality,https://www.arnprior.ca/en/index.aspx,https://www.arnprior.ca/en/town-hall/job-postings.aspx,,,,,,
mun-0073-municipality-of-arran-elderslie,Municipality of Arran Elderslie,municipality,https://www.arran-elderslie.ca/,https://www.arran-elderslie.ca/government/council-and-administration/careers-and-volunteering,,,,,,
mun-0245-township-of-assiginack,Township of Assiginack,municipality,https://www.assiginack.ca/,https://www.assiginack.ca/administration/employment-opportunities,,,,,,
mun-0001-city-of-barrie,City of Barrie,municipality,https://www.barrie.ca/,https://www.barrie.ca/government-news/employment-opportunities,,,,,,
